0, 2023, 05, 11, 07, 30
0, 2023, 05, 11, 13, 49
0, 2023, 05, 12, 09, 17
0, 2023, 05, 12, 14, 21
0, 2023, 05, 13, 10, 42
0, 2023, 05, 13, 20, 34
1, 2023, 05, 08, 05, 17
1, 2023, 05, 08, 17, 38
1, 2023, 05, 09, 06, 20
1, 2023, 05, 09, 16, 31
1, 2023, 05, 10, 07, 56
1, 2023, 05, 10, 16, 20
1, 2023, 05, 11, 06, 53
1, 2023, 05, 11, 18, 33
2, 2023, 05, 08, 07, 45
2, 2023, 05, 08, 18, 35
2, 2023, 05, 09, 08, 50
2, 2023, 05, 09, 17, 35
2, 2023, 05, 10, 05, 55
2, 2023, 05, 10, 16, 23
2, 2023, 05, 11, 06, 42
2, 2023, 05, 11, 18, 16
2, 2023, 05, 12, 07, 12
2, 2023, 05, 12, 17, 09
3, 2023, 05, 08, 07, 28
3, 2023, 05, 08, 13, 35
3, 2023, 05, 09, 08, 59
3, 2023, 05, 09, 14, 31
3, 2023, 05, 10, 05, 12
3, 2023, 05, 10, 14, 35
3, 2023, 05, 11, 06, 13
3, 2023, 05, 11, 13, 28
3, 2023, 05, 12, 07, 25
3, 2023, 05, 12, 14, 01
4, 2023, 05, 08, 08, 54
4, 2023, 05, 08, 18, 29
4, 2023, 05, 09, 07, 19
4, 2023, 05, 09, 19, 50
4, 2023, 05, 10, 06, 18
4, 2023, 05, 10, 18, 43
4, 2023, 05, 11, 09, 05
4, 2023, 05, 11, 17, 43
5, 2023, 05, 08, 07, 31
5, 2023, 05, 08, 15, 26
5, 2023, 05, 09, 07, 50
5, 2023, 05, 09, 15, 06
5, 2023, 05, 10, 05, 03
5, 2023, 05, 10, 14, 33
5, 2023, 05, 11, 05, 58
5, 2023, 05, 11, 13, 15
5, 2023, 05, 12, 06, 53
5, 2023, 05, 12, 15, 13
6, 2023, 05, 12, 08, 41
6, 2023, 05, 12, 12, 36
6, 2023, 05, 13, 09, 25
6, 2023, 05, 13, 13, 16
7, 2023, 05, 08, 07, 28
7, 2023, 05, 08, 19, 15
7, 2023, 05, 09, 07, 22
7, 2023, 05, 09, 17, 50
7, 2023, 05, 10, 07, 23
7, 2023, 05, 10, 18, 58
8, 2023, 05, 08, 05, 11
8, 2023, 05, 08, 19, 13
8, 2023, 05, 09, 07, 50
8, 2023, 05, 09, 18, 55
8, 2023, 05, 10, 06, 21
8, 2023, 05, 10, 18, 26
8, 2023, 05, 11, 06, 41
8, 2023, 05, 11, 17, 32
8, 2023, 05, 12, 07, 51
8, 2023, 05, 12, 18, 54
8, 2023, 05, 13, 09, 08
8, 2023, 05, 13, 14, 51
9, 2023, 05, 08, 05, 16
9, 2023, 05, 08, 18, 00
9, 2023, 05, 09, 06, 31
9, 2023, 05, 09, 16, 53
9, 2023, 05, 10, 08, 59
9, 2023, 05, 10, 16, 58
9, 2023, 05, 11, 07, 25
9, 2023, 05, 11, 17, 44
9, 2023, 05, 12, 07, 01
9, 2023, 05, 12, 18, 38
10, 2023, 05, 08, 05, 12
10, 2023, 05, 08, 19, 49
10, 2023, 05, 09, 05, 01
10, 2023, 05, 09, 18, 11
10, 2023, 05, 10, 06, 56
10, 2023, 05, 10, 17, 59
10, 2023, 05, 11, 06, 53
10, 2023, 05, 11, 17, 48
10, 2023, 05, 12, 06, 53
10, 2023, 05, 12, 17, 52
10, 2023, 05, 13, 12, 46
10, 2023, 05, 13, 16, 52
11, 2023, 05, 08, 06, 39
11, 2023, 05, 08, 11, 40
11, 2023, 05, 11, 07, 35
11, 2023, 05, 11, 13, 57
11, 2023, 05, 13, 07, 05
11, 2023, 05, 13, 19, 54
12, 2023, 05, 08, 06, 57
12, 2023, 05, 08, 18, 07
12, 2023, 05, 09, 06, 05
12, 2023, 05, 09, 17, 17
12, 2023, 05, 10, 07, 10
12, 2023, 05, 10, 16, 28
12, 2023, 05, 11, 06, 53
12, 2023, 05, 11, 18, 05
12, 2023, 05, 12, 06, 20
12, 2023, 05, 12, 20, 21
13, 2023, 05, 08, 07, 42
13, 2023, 05, 08, 18, 14
13, 2023, 05, 09, 06, 20
13, 2023, 05, 09, 19, 09
13, 2023, 05, 10, 06, 11
13, 2023, 05, 10, 19, 39
13, 2023, 05, 11, 07, 30
13, 2023, 05, 11, 18, 00
